,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate
174,Trial # 20,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0222.jpg,0,encoded_Group2_IMG_0222.jpg,,,,,,,,,0.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.128907,None,1000.128907,None,1000.128907,None,4.0,3.844696008,1000.128907,None,1000.128907,None,3.0,5.785065388,1002.481204,None,1000.128907,None,2.0,8.956373639,1005.4645,None,1000.128907,None,space,0.422274363,8.981701952,None,1000.128907,None,1000.128907,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
175,Trial # 21,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_2215.jpg,0,encoded_Group2_IMG_2215.jpg,,,,,,,,,0.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.565823,None,1009.565823,None,1009.565823,None,1.0,1.944385532,1009.565823,None,1009.565823,None,1.0,2.366759929,1011.0497,None,1009.565823,None,2.0,3.438444853,1011.483901,None,1009.565823,None,space,0.862863472,2.894952304,None,1009.565823,None,1009.565823,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
176,Trial # 22,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9760.jpg,1,Group1_IMG_9760.jpg,,,,,,,,,0.0,21.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.350477,None,1013.350477,None,1013.350477,None,3.0,2.152074803,1013.350477,None,1013.350477,None,3.0,5.641327104,1015.050536,None,1013.350477,None,2.0,7.514373521,1018.552088,None,1013.350477,None,space,0.155532413,7.547404023,None,1013.350477,None,1013.350477,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
177,Trial # 23,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9897.jpg,1,Group1_IMG_9897.jpg,,,,,,,,,0.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.086022,None,1021.086022,None,1021.086022,None,1.0,1.962827526,1021.086022,None,1021.086022,None,1.0,3.73494276,1022.603121,None,1021.086022,None,2.0,10.30916939,1024.387104,None,1021.086022,None,space,2.730880702,8.935207484,None,1021.086022,None,1021.086022,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
178,Trial # 24,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_4250.jpg,1,Group1_IMG_4250.jpg,,,,,,,,,0.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.790016,None,1032.790016,None,1032.790016,None,4.0,3.029790336,1032.790016,None,1032.790016,None,4.0,4.803498522,1035.372608,None,1032.790016,None,1.0,12.17725115,1037.157392,None,1032.790016,None,space,5.801164579,7.203987603,None,1032.790016,None,1032.790016,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
179,Trial # 25,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_2244.jpg,1,Group1_IMG_2244.jpg,,,,,,,,,0.0,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.843489,None,1045.843489,None,1045.843489,None,3.0,3.521603675,1045.843489,None,1045.843489,None,2.0,4.627387373,1048.343882,None,1045.843489,None,2.0,5.932740794,1050.044831,None,1045.843489,None,space,0.132351248,5.969015464,None,1045.843489,None,1045.843489,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
180,Trial # 26,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0501.jpg,0,encoded_Group2_IMG_0501.jpg,,,,,,,,,0.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.978515,None,1051.978515,None,1051.978515,None,2.0,4.310252991,1051.978515,None,1051.978515,None,2.0,5.966272885,1055.830284,None,1051.978515,None,2.0,8.338300577,1057.49809,None,1051.978515,None,space,0.173663235,8.361382797,None,1051.978515,None,1051.978515,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
181,Trial # 27,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9684.jpg,1,Group1_IMG_9684.jpg,,,,,,,,,0.0,26.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.564931,None,1060.564931,None,1060.564931,None,1.0,1.710792937,1060.564931,None,1060.564931,None,1.0,2.365177045,1061.815183,None,1060.564931,None,1.0,3.037337511,1062.4821,None,1060.564931,None,space,0.241348817,3.061198996,None,1060.564931,None,1060.564931,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
182,Trial # 28,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1039.jpg,1,Group1_IMG_1039.jpg,,,,,,,,,0.0,27.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.932817,None,1063.932817,None,1063.932817,None,3.0,3.444016844,1063.932817,None,1063.932817,None,2.0,5.597885811,1066.534585,None,1063.932817,None,4.0,6.938225932,1069.083934,None,1063.932817,None,space,1.052740055,6.959203645,None,1063.932817,None,1063.932817,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
183,Trial # 29,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0251.jpg,0,encoded_Group2_IMG_0251.jpg,,,,,,,,,0.0,28.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.968848,None,1071.968848,None,1071.968848,None,1.0,4.414368633,1071.968848,None,1071.968848,None,1.0,4.803779334,1075.936897,None,1071.968848,None,1.0,5.443545239,1076.336761,None,1071.968848,None,space,0.355826195,5.470121557,None,1071.968848,None,1071.968848,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
184,Trial # 30,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9692.jpg,1,Group1_IMG_9692.jpg,,,,,,,,,0.0,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.836627,None,1077.836627,None,1077.836627,None,1.0,2.243310187,1077.836627,None,1077.836627,None,1.0,2.766887369,1079.620447,None,1077.836627,None,1.0,3.338951238,1080.154416,None,1077.836627,None,space,0.540326163,3.362952696,None,1077.836627,None,1077.836627,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
185,Trial # 31,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0512.jpg,1,Group1_IMG_0512.jpg,,,,,,,,,0.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.789081,None,1081.789081,None,1081.789081,None,3.0,2.793579627,1081.789081,None,1081.789081,None,1.0,13.21920778,1084.121685,None,1081.789081,None,3.0,15.2931031,1091.424295,None,1081.789081,None,space,1.583413099,14.61747037,None,1081.789081,None,1081.789081,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
186,Trial # 32,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9673.jpg,0,encoded_Group2_IMG_9673.jpg,,,,,,,,,0.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.026076,None,1098.026076,None,1098.026076,None,1.0,1.849666737,1098.026076,None,1098.026076,None,1.0,2.239102508,1099.427252,None,1098.026076,None,1.0,2.644401278,1099.827142,None,1098.026076,None,space,0.570737427,2.67550281,None,1098.026076,None,1098.026076,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
187,Trial # 33,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_5135.jpg,0,encoded_Group2_IMG_5135.jpg,,,,,,,,,0.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.328283,None,1101.328283,None,1101.328283,None,2.0,11.77564227,1101.328283,None,1101.328283,None,2.0,12.74798995,1104.094962,None,1101.328283,None,3.0,14.58749164,1113.631805,None,1101.328283,None,space,1.427401246,14.60880723,None,1101.328283,None,1101.328283,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
188,Trial # 34,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0396.jpg,1,Group1_IMG_0396.jpg,,,,,,,,,0.0,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.416453,None,1117.416453,None,1117.416453,None,3.0,8.090568852,1117.416453,None,1117.416453,None,2.0,9.213876999,1125.051425,None,1117.416453,None,1.0,11.28483182,1126.185312,None,1117.416453,None,space,0.98105602,10.60607797,None,1117.416453,None,1117.416453,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
189,Trial # 35,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_4919.jpg,1,Group1_IMG_4919.jpg,,,,,,,,,0.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.052721,None,1129.052721,None,1129.052721,None,2.0,3.33020152,1129.052721,None,1129.052721,None,2.0,4.553059533,1131.9372,None,1129.052721,None,1.0,4.958088195,1133.170542,None,1129.052721,None,space,1.155911526,4.986235346,None,1129.052721,None,1129.052721,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
190,Trial # 36,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0449.jpg,1,Group1_IMG_0449.jpg,,,,,,,,,0.0,35.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.253996,None,1135.253996,None,1135.253996,None,3.0,3.662226346,1135.253996,None,1135.253996,None,2.0,4.617893528,1138.455213,None,1135.253996,None,1.0,5.524024705,1139.423194,None,1135.253996,None,space,1.171476633,5.549072267,None,1135.253996,None,1135.253996,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
191,Trial # 37,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0539.jpg,0,encoded_Group2_IMG_0539.jpg,,,,,,,,,0.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.00716,None,1142.00716,None,1142.00716,None,1.0,2.17973145,1142.00716,None,1142.00716,None,1.0,2.535327349,1143.740645,None,1142.00716,None,1.0,2.940233706,1144.106692,None,1142.00716,None,space,0.434861471,2.968122928,None,1142.00716,None,1142.00716,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
192,Trial # 38,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0453.jpg,1,Group1_IMG_0453.jpg,,,,,,,,,0.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.474252,None,1145.474252,None,1145.474252,None,3.0,2.278957804,1145.474252,None,1145.474252,None,2.0,4.168864671,1147.293141,None,1145.474252,None,1.0,19.24353898,1149.191923,None,1145.474252,None,space,0.198724438,19.26948632,None,1145.474252,None,1145.474252,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
193,Trial # 39,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0318.jpg,0,encoded_Group2_IMG_0318.jpg,,,,,,,,,0.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.980624,None,1164.980624,None,1164.980624,None,1.0,1.449304145,1164.980624,None,1164.980624,None,1.0,1.837897587,1165.981738,None,1164.980624,None,1.0,2.176336642,1166.381322,None,1164.980624,None,space,0.251242884,2.204256935,None,1164.980624,None,1164.980624,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
194,Trial # 40,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1678.jpg,1,Group1_IMG_1678.jpg,,,,,,,,,0.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.498378,None,1167.498378,None,1167.498378,None,1.0,1.594000698,1167.498378,None,1167.498378,None,1.0,1.916703157,1168.631307,None,1167.498378,None,1.0,2.221749684,1168.964924,None,1167.498378,None,space,0.428863188,2.2465285,None,1167.498378,None,1167.498378,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
195,Trial # 41,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0325.jpg,0,encoded_Group2_IMG_0325.jpg,,,,,,,,,0.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.198777,None,1170.198777,None,1170.198777,None,1.0,1.806882719,1170.198777,None,1170.198777,None,1.0,2.262130125,1171.550449,None,1170.198777,None,1.0,2.600547005,1172.016607,None,1170.198777,None,space,0.240784229,2.621269702,None,1170.198777,None,1170.198777,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
196,Trial # 42,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9935.jpg,0,encoded_Group2_IMG_9935.jpg,,,,,,,,,0.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.115876,None,1173.115876,None,1173.115876,None,1.0,1.535696429,1173.115876,None,1173.115876,None,1.0,1.858516881,1174.199396,None,1173.115876,None,1.0,2.195645681,1174.533039,None,1173.115876,None,space,0.307249689,2.230005732,None,1173.115876,None,1173.115876,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
197,Trial # 43,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0308.jpg,0,encoded_Group2_IMG_0308.jpg,,,,,,,,,0.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.68424,None,1175.68424,None,1175.68424,None,4.0,4.714989071,1175.68424,None,1175.68424,None,2.0,7.021613082,1177.435307,None,1175.68424,None,3.0,8.393993145,1182.269718,None,1175.68424,None,space,0.241799452,8.421868735,None,1175.68424,None,1175.68424,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
198,Trial # 44,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0467.jpg,1,Group1_IMG_0467.jpg,,,,,,,,,0.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.402677,None,1184.402677,None,1184.402677,None,4.0,6.795715745,1184.402677,None,1184.402677,None,2.0,9.485770918,1190.73857,None,1184.402677,None,1.0,25.02818481,1193.439204,None,1184.402677,None,space,7.01481616,18.85151477,None,1184.402677,None,1184.402677,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
199,Trial # 45,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9839.jpg,0,encoded_Group2_IMG_9839.jpg,,,,,,,,,0.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.343717,None,1210.343717,None,1210.343717,None,1.0,2.028692044,1210.343717,None,1210.343717,None,1.0,2.402222707,1211.89676,None,1210.343717,None,1.0,2.807771011,1212.294901,None,1210.343717,None,space,0.198312663,2.831142945,None,1210.343717,None,1210.343717,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
200,Trial # 46,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9681.jpg,0,encoded_Group2_IMG_9681.jpg,,,,,,,,,0.0,45.0,45.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.378533,None,1213.378533,None,1213.378533,None,1.0,1.712731592,1213.378533,None,1213.378533,None,1.0,2.034887418,1214.645957,None,1213.378533,None,1.0,2.607151936,1214.979151,None,1213.378533,None,space,0.195109927,2.634213893,None,1213.378533,None,1213.378533,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
201,Trial # 47,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0458.jpg,0,encoded_Group2_IMG_0458.jpg,,,,,,,,,0.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.246398,None,1216.246398,None,1216.246398,None,2.0,5.151558475,1216.246398,None,1216.246398,None,2.0,6.223047009,1220.948274,None,1216.246398,None,1.0,8.695939328,1222.032349,None,1216.246398,None,space,1.132686252,7.893788911,None,1216.246398,None,1216.246398,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
202,Trial # 48,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1095.jpg,1,Group1_IMG_1095.jpg,,,,,,,,,0.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.298996,None,1225.298996,None,1225.298996,None,2.0,52.91806415,1225.298996,None,1225.298996,None,2.0,53.55690737,1226.967082,None,1225.298996,None,2.0,11.7505212,1227.93306,None,1225.298996,None,space,44.2825594,11.78350325,None,1225.298996,None,1225.298996,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
203,Trial # 49,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9710.jpg,0,encoded_Group2_IMG_9710.jpg,,,,,,,,,0.0,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.416585,None,1281.416585,None,1281.416585,None,1.0,1.636331478,1281.416585,None,1281.416585,None,1.0,1.958575861,1282.600693,None,1281.416585,None,1.0,2.32960181,1282.933186,None,1281.416585,None,space,0.74519995,2.364737587,None,1281.416585,None,1281.416585,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
204,Trial # 50,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9819.jpg,0,encoded_Group2_IMG_9819.jpg,,,,,,,,,0.0,49.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.550031,None,1284.550031,None,1284.550031,None,1.0,2.181339404,1284.550031,None,1284.550031,None,1.0,2.937770964,1286.284878,None,1284.550031,None,1.0,3.307549346,1287.052195,None,1284.550031,None,space,0.131816119,3.335608776,None,1284.550031,None,1284.550031,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
205,Trial # 51,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0064.jpg,1,Group1_IMG_0064.jpg,,,,,,,,,0.0,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.068184,None,1288.068184,None,1288.068184,None,3.0,4.661494809,1288.068184,None,1288.068184,None,2.0,9.833951391,1290.319233,None,1288.068184,None,3.0,14.0739146,1294.187487,None,1288.068184,None,space,8.115939543,12.13066119,None,1288.068184,None,1288.068184,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
206,Trial # 52,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9756.jpg,0,encoded_Group2_IMG_9756.jpg,,,,,,,,,0.0,51.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.425342,None,1308.425342,None,1308.425342,None,3.0,4.97587807,1308.425342,None,1308.425342,None,3.0,11.64966385,1311.927241,None,1308.425342,None,2.0,16.55656793,1319.628991,None,1308.425342,None,space,-5.899905933,16.57973637,None,1308.425342,None,1308.425342,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
207,Trial # 53,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_5888.jpg,0,encoded_Group2_IMG_5888.jpg,,,,,,,,,0.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.029826,None,1325.029826,None,1325.029826,None,1.0,2.450635004,1325.029826,None,1325.029826,None,1.0,2.905990374,1327.031352,None,1325.029826,None,1.0,3.444268964,1327.498129,None,1325.029826,None,space,0.599330923,3.474614351,None,1325.029826,None,1325.029826,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
208,Trial # 54,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1476.jpg,1,Group1_IMG_1476.jpg,,,,,,,,,0.0,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.147297,None,1329.147297,None,1329.147297,None,3.0,4.146660862,1329.147297,None,1329.147297,None,2.0,7.169920374,1332.832333,None,1329.147297,None,4.0,23.73126982,1335.867523,None,1329.147297,None,space,15.21114571,11.38515084,None,1329.147297,None,1329.147297,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
209,Trial # 55,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1917.jpg,1,Group1_IMG_1917.jpg,,,,,,,,,0.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.790496,None,1355.790496,None,1355.790496,None,1.0,1.993503096,1355.790496,None,1355.790496,None,1.0,3.016163241,1357.324077,None,1355.790496,None,1.0,4.120476214,1358.356983,None,1355.790496,None,space,0.348924081,4.145377571,None,1355.790496,None,1355.790496,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
210,Trial # 56,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0413.jpg,1,Group1_IMG_0413.jpg,,,,,,,,,0.0,55.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.323699,None,1360.323699,None,1360.323699,None,2.0,5.451931238,1360.323699,None,1360.323699,None,1.0,3.2247601,1362.576143,None,1360.323699,None,1.0,3.995723634,1363.108933,None,1360.323699,None,space,4.362984068,4.027658783,None,1360.323699,None,1360.323699,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
211,Trial # 57,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1001.jpg,1,Group1_IMG_1001.jpg,,,,,,,,,0.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.743501,None,1368.743501,None,1368.743501,None,4.0,2.547583959,1368.743501,None,1368.743501,None,2.0,4.255294931,1370.844491,None,1368.743501,None,3.0,10.66069202,1372.56232,None,1368.743501,None,space,4.409458375,6.754264139,None,1368.743501,None,1368.743501,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
212,Trial # 58,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0441.jpg,0,encoded_Group2_IMG_0441.jpg,,,,,,,,,0.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379.979604,None,1379.979604,None,1379.979604,None,3.0,2.449962789,1379.979604,None,1379.979604,None,2.0,14.40936988,1381.982246,None,1379.979604,None,2.0,17.31573986,1393.95109,None,1379.979604,None,space,1.528736536,17.34715273,None,1379.979604,None,1379.979604,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
213,Trial # 59,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9774.jpg,1,Group1_IMG_9774.jpg,,,,,,,,,0.0,58.0,58.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.886607,None,1398.886607,None,1398.886607,None,2.0,2.045220213,1398.886607,None,1398.886607,None,2.0,2.835718697,1400.487073,None,1398.886607,None,2.0,5.207864031,1401.287048,None,1398.886607,None,space,0.271078831,5.235321289,None,1398.886607,None,1398.886607,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
214,Trial # 60,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_2751.jpg,0,encoded_Group2_IMG_2751.jpg,,,,,,,,,0.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.437503,None,1404.437503,None,1404.437503,None,1.0,1.461142477,1404.437503,None,1404.437503,None,1.0,2.051090091,1405.455486,None,1404.437503,None,1.0,2.624166619,1406.055161,None,1404.437503,None,space,0.20722618,2.651812406,None,1404.437503,None,1404.437503,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
215,Trial # 61,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0409.jpg,0,encoded_Group2_IMG_0409.jpg,,,,,,,,,0.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.355212,None,1407.355212,None,1407.355212,None,2.0,3.221871671,1407.355212,None,1407.355212,None,1.0,4.578322621,1410.107235,None,1407.355212,None,2.0,5.983439414,1411.490394,None,1407.355212,None,space,0.586669513,6.004168666,None,1407.355212,None,1407.355212,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
216,Trial # 62,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1346.jpg,1,Group1_IMG_1346.jpg,,,,,,,,,0.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.990726,None,1413.990726,None,1413.990726,None,3.0,2.792461502,1413.990726,None,1413.990726,None,2.0,3.981700933,1416.325031,None,1413.990726,None,2.0,5.888280625,1417.525119,None,1413.990726,None,space,0.420367937,5.911004537,None,1413.990726,None,1413.990726,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
217,Trial # 63,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0481.jpg,1,Group1_IMG_0481.jpg,,,,,,,,,0.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.359682,None,1420.359682,None,1420.359682,None,1.0,4.097545873,1420.359682,None,1420.359682,None,1.0,4.869509058,1422.960641,None,1420.359682,None,1.0,5.241718971,1424.793953,None,1420.359682,None,space,1.228805613,5.268813129,None,1420.359682,None,1420.359682,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
